batch,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,origin,seed_id,source_ref
Batch 3,direct_posting,Is direct posting no longer working?,Not covered,-,,,Not addressed.,original,S-0563,
Batch 3,batch_stream_timing,I graduated in 2022 but have not done clearance. When is the next registration for mobilization?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0564,
Batch 3,dob_discrepancy_correction,My NIN date of birth differs from the date of birth I used in JAMB. Will this cause a problem during NYSC registration?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0227,
Batch 3,dob_discrepancy_correction,Should I change my NIN date of birth to match the one on my JAMB record before NYSC registration?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0227,
Batch 3,ppa_change_request,Is it possible to change my PPA without the approval of the LGI and PPA?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0567,
Batch 3,ppa_change_request,Can someone who has already served for several months change their PPA to another local government without the LGI's approval?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0567,
Batch 3,name_correction,I have three names on my JAMB record but only two names on my statement of result and other documents. Will this affect my NYSC registration?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0477,
Batch 3,name_correction,My NIN has a different name from my statement of result and JAMB. Will this cause an issue during NYSC registration?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0104,
Batch 3,dob_discrepancy_correction,My WAEC date of birth is different from my JAMB date of birth. What should I do before NYSC mobilization?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0571,
Batch 3,dob_discrepancy_correction,Can an affidavit resolve a WAEC and JAMB date-of-birth discrepancy during NYSC mobilization?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0105,
Batch 3,exemption_certificate,Can someone serving in NYSC request deferment and an exemption letter after securing a paramilitary job?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0573,
Batch 3,ppa_change_request,Can I change my PPA after six months if the location is too difficult for me?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-1421,
Batch 3,docs_required_at_camp,My school has not released my statement of result but camp registration is already starting. What can I do?,Covered,PDF,,,Not addressed.,original,S-0124,
Batch 3,general_meta_about_nysc,Can I avoid NYSC service and still receive the NYSC certificate?,Not covered,guide,,,"These are administrative/procedural FAQs, not general 'what is NYSC' explainer content.",original,S-0576,
Batch 3,change_local_government,Can I change my local government again after already changing it once?,Not covered,-,,,Not addressed.,original,S-0577,
Batch 3,change_local_government,Can I transfer to another local government after completing clearance in my current one?,Not covered,-,,,Not addressed.,original,S-0578,
Batch 3,ppa_change_request,Can I change my PPA if the working environment is bad?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-1420,
Batch 3,ppa_change_request,Can I change my PPA if the school cannot pay me and there is no accommodation?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-1420,
Batch 3,ppa_change_request,What is the process for changing PPA within the same local government?,Not covered,-,,,Not addressed.,original,S-0247,
Batch 3,ppa_rejection_reposting,Can I find another school myself after getting a PPA rejection?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0582,
Batch 3,ppa_change_request,Can I request a PPA change without a rejection letter?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0583,
Batch 3,posting_influence,How can I get a PPA at a particular organisation I already have in mind?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-1417,
Batch 3,logistics_arrival_timing,Can I show up at camp a day late after receiving a new call-up letter?,Not covered,-,,,Not addressed.,original,S-0314,
Batch 3,portal_open_registration_window,When will Batch B Stream 1 registration begin?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0586,
Batch 3,portal_open_registration_window,When will Batch B Stream 2 registration begin?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0587,
Batch 3,exemption_certificate,Can I expect an exemption letter after starting the process several months ago?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0588,
Batch 3,exemption_certificate,How long does it take to receive an exemption letter after completing the process?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0589,
Batch 3,relocation_general_process,Can I print my relocation letter if the print option has disappeared?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0590,
Batch 3,relocation_general_process,What should I do if NYSC asks me to get clearance from the state coordinator before printing my relocation letter?,Partial,PDF,,,Not addressed.,original,S-0420,
Batch 3,relocation_general_process,Which state coordinator should clear me after I have been relocated?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0591,
Batch 3,relocation_general_process,What documents are required for state-coordinator clearance after relocation?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Marriage Certificate,"To relocate to husband's state: Marriage Certificate, Newspaper publication for change of name, Letter from husband's employer, husband's means of ID.",original,S-0592,
Batch 3,relocation_general_process,Can my LGI apply for my relocation clearance on my behalf?,Partial,PDF,,,Not addressed.,original,S-0593,
Batch 3,relocation_general_process,Can I relocate from Ekiti to Abuja and complete the clearance process there?,Partial,PDF,,,Not addressed.,original,S-0594,
Batch 3,relocation_general_process,Can I change my redeployed state after the relocation has already been approved?,Partial,PDF,,,Not addressed.,original,S-0142,
Batch 3,relocation_cost,Can I reprint a relocation letter after successfully paying the NYSC fee?,Not covered,-,,,"Not addressed (registration/relocation fees not itemized beyond the general N2,786.24 printing fee).",original,S-0595,
Batch 3,relocation_general_process,What should I do if my relocation payment was successful but the print option disappeared?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0590,
Batch 3,relocation_general_process,Can I apply for redeployment because of security concerns?,Partial,PDF,,,Not addressed.,original,S-0596,
Batch 3,relocation_general_process,Can I apply for redeployment because of a medical condition?,Partial,PDF,,,Not addressed.,original,S-0597,
Batch 3,relocation_general_process,Can pregnancy be used as a reason for in-camp redeployment?,Partial,PDF,,,Not addressed.,original,S-0598,
Batch 3,relocation_cost,How much does in-camp relocation usually cost?,Not covered,-,,,"Not addressed (registration/relocation fees not itemized beyond the general N2,786.24 printing fee).",original,S-0599,
Batch 3,relocation_general_process,Can I apply for relocation without using an agent?,Not covered,-,,,"Not addressed (registration/relocation fees not itemized beyond the general N2,786.24 printing fee).",original,S-0600,
Batch 3,relocation_general_process,Can I get redeployment approved while still in orientation camp?,Partial,PDF,,,Not addressed.,original,S-0362,
Batch 3,relocation_general_process,Can I request redeployment after leaving orientation camp?,Partial,PDF,,,Not addressed.,original,S-0362,
Batch 3,relocation_general_process,How does the NYSC redeployment process work after camp?,Partial,PDF,,,Not addressed.,original,S-0362,
Batch 3,allowance_bank_account,Are we to open a new bank account for our allowee?,Not covered,guide,,,Not addressed.,original,S-0601,
Batch 3,allowance_bank_account,"If yes, what bank would you recommend?",Not covered,guide,,,Not addressed.,original,S-0602,
Batch 3,camp_items_allowed,Can I come with my car?,Not covered,-,,,Not addressed.,original,S-0040,
Batch 3,camp_kit,"Do we necessarily have to be on tennis shoes, or are other types of white sneakers allowed?",Not covered,-,,,Not addressed.,original,S-0604,
Batch 3,waec_certificate_requirement,I heard you can't go for service with WAEC and NECO results combined together. How true is it?,Not covered,-,,,No explicit statement on WAEC original certificate requirement for registration.,original,S-0605,
Batch 3,saed_program,What are the training programs available in the SAED program?,Not covered,-,,,SAED is a named department at nysc.gov.ng/saed.html but no FAQ detail retrieved.,original,S-0606,
Batch 3,docs_required_at_camp,Must I go to camp with my original certificate?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,original,Foreign graduates: bring all original uploaded documents + translated certificate. Medical graduates: bring practice license. Failure leads to registration cancellation and no PPA posting.,original,S-0066,
Batch 3,logistics_food,How many times do they give food in camp and at what interval?,Not covered,-,,,Not addressed.,original,S-0608,
Batch 3,logistics_general_experience,When is camp fire and what is it all about?,Not covered,guide,,,Not addressed.,original,S-0609,
Batch 3,camp_kit,Can my waist pouch be multicolour?,Not covered,-,,,Not addressed.,original,S-0610,
Batch 3,logistics_accommodation,Are there electric sockets in the hostels?,Not covered,-,,,Not addressed.,original,S-0611,
Batch 3,logistics_accommodation,Are guys allowed in female hostels and vice versa?,Not covered,-,,,Not addressed.,original,S-0612,
Batch 3,camp_items_allowed,Can I go with my chess board?,Not covered,-,,,Not addressed.,original,S-0613,
Batch 3,logistics_food,Do they give pounded yam in camp?,Not covered,-,,,Not addressed.,original,S-0614,
Batch 3,camp_kit,Am I allowed to customize my khaki?,Not covered,-,,,Not addressed.,original,S-0615,
Batch 3,logistics_general_experience,When shall we be finishing daily activities so that we can go and rest?,Not covered,guide,,,Not addressed.,original,S-0616,
Batch 3,certificate_verification,"Please, I need to verify my NYSC certificate urgently. I served in 2004 Batch A. How do I go about it?",Not covered,-,,,Not addressed.,original,S-0617,
Batch 3,jamb_name_mismatch,I have a different name on my JAMB admission letter but I was mobilized with the correct name from my school. Will there be any issue in camp?,Not covered,guide,,,No explicit list of required JAMB documents.,original,S-0618,
Batch 3,name_correction,My JAMB has my three full names and my statement of result has only my surname and first name; the middle name was omitted. Will it affect me for NYSC?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0477,
Batch 3,medical_fitness_report,Is it too early to get the NYSC medical certificate before registration?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Health Ground,For health-ground concessional deployment: upload medical report from a Federal or State General Hospital plus doctor's details.,original,S-0620,
Batch 3,ppa_rejection_reposting,My sister has been rejected more than four times in her PPA because there are no vacancies. It has been six months without a PPA. Will this affect her during POP?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0621,
Batch 3,olevel_fslc_requirement,"My FSLC has my name arranged differently from WAEC, JAMB and my first-degree certificate. Will this affect me during NYSC or while looking for a job?",Not covered,-,,,Not addressed.,original,S-0622,
Batch 3,ppa_change_request,"I want to serve in Lagos but I don't have any PPA in mind. If I am posted to a school, can I change my PPA to a more suitable one?",Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0623,
Batch 3,jamb_documents_requirement,Is JAMB admission letter compulsory when applying for NYSC?,Not covered,guide,,,No explicit list of required JAMB documents.,original,S-0624,
Batch 3,camp_items_allowed,Is it possible to go to camp with my laptop and leave it with the security?,Not covered,-,,,Not addressed.,original,S-0625,
Batch 3,posting_influence,I am from Delta State but schooled in Port Harcourt. Is it possible to work my posting to any of these states?,Not covered,-,,,Not addressed.,original,S-0282,
Batch 3,jamb_name_mismatch,My name on my JAMB CAPS is different from all my other documents because of the middle name. I applied for JAMB change of name but it wasn't approved. What is the solution towards applying for NYSC?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0627,
Batch 3,callup_number_delay,I did my registration for Batch B Stream II and didn't get a call-up number. What could have been the case?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0102,
Batch 3,dob_discrepancy_correction,Will my DOB on NIN being different from the one on JAMB affect my NYSC registration?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0227,
Batch 3,graduation_date_correction,How can someone go about changing the date of graduation on the NYSC portal if the school keeps omitting the correction?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,wrongly exempted,"For wrongly-exempted PCMs: collect original Exemption Certificate from institution, SAO writes signed letter to NYSC HQ stating correct graduation date; then revalidate when portal reopens.",original,S-0630,
Batch 3,disability_accommodation,"Can someone with a one-leg disability go for NYSC, and how will they cope with camp training?",Not covered,-,,,No disability-specific accommodation policy found.,original,S-0631,
Batch 3,ppa_rejection_reposting,Can I still do my monthly clearance if I have been rejected by my PPA and have not yet been reposted?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0133,
Batch 3,stream_assignment,"If NYSC deploys me in Stream 1 and I don't go, can I go with Stream 2 instead?",Not covered,-,,,No explanation of Stream 1 vs Stream 2 selection logic.,original,S-0192,
Batch 3,stream_assignment,My dashboard says 'sorry you're not in this stream'; does that mean I'm in Stream 2?,Not covered,-,,,No explanation of Stream 1 vs Stream 2 selection logic.,original,S-0193,
Batch 3,relocation_general_process,"Is Yobe an automatic redeployment state, and how can I redeploy without spending money?",Partial,PDF,,,Not addressed.,original,S-0022,
Batch 3,postpone_defer_service,"For someone who graduated four years ago but now wants to serve, what is the first step?",Not covered,-,,,No deferment procedure described.,original,S-0635,
Batch 3,relocation_general_process,"Is Adamawa an automatic redeployment state, and where is the camp located?",Partial,PDF,,,Not addressed.,original,S-0022,
Batch 3,registration_method_at_home,Can I do NYSC registration at home by myself?,Partial,PORTAL,https://portal.nysc.org.ng/nysc/FAQ.aspx,Digital Persona,Registration can be done on own computer if a Digital Persona fingerprint USB scanner is attached; otherwise use an accredited registration center/cybercafe.,original,S-0636,
Batch 3,biometric_capture,Can I capture my NYSC biometrics using my computer's fingerprint reader?,Covered,MOBREG/PORTAL,,proxy,Must not be done by proxy; same fingers used at registration are checked at camp. Digital Persona U.are.U 4500 scanner required if doing biometrics outside an NYSC office.,original,S-0637,
Batch 3,senate_list_status,Why does the Senate list search say no record found even though my school says my name has been uploaded?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",original,S-0027,
Batch 3,nhis_health_insurance,"Does NYSC have health insurance, and how does it work?",Not covered,-,,,"Note: nysc.gov.ng has a separate 'NHIA Enrolment' page linked in the nav, but no FAQ content on it was retrieved.",original,S-0639,
Batch 3,posting_influence,Can NYSC influence my posting to Abuja?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0209,
Batch 3,direct_posting,How much is direct posting to Lagos?,Not covered,-,,,Not addressed.,original,S-0641,
Batch 3,direct_posting,"If direct posting doesn't work out, is there a refund?",Not covered,-,,,Not addressed.,original,S-0642,
Batch 3,relocation_cost,How much is fast relocation from Anambra to Kaduna?,Not covered,-,,,"Not addressed (registration/relocation fees not itemized beyond the general N2,786.24 printing fee).",original,S-0643,
Batch 3,relocation_general_process,Do you do the relocation work before payment?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0600,
Batch 3,relocation_general_process,How long does regular relocation take after payment?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0049,
Batch 3,posting_influence,Can someone influence NYSC posting to a particular state?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0209,
Batch 3,olevel_fslc_requirement,Do I need the original O-level certificate for NYSC registration?,Not covered,-,,,Not addressed.,original,S-0645,
Batch 3,logistics_general_experience,Can a PCM avoid taking the vaccine before going to camp?,Not covered,guide,,,Not addressed.,original,S-0646,
Batch 3,graduation_date_correction,Will the NYSC certificate carry the year entered during registration or the year supplied by the school?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,wrongly exempted,"For wrongly-exempted PCMs: collect original Exemption Certificate from institution, SAO writes signed letter to NYSC HQ stating correct graduation date; then revalidate when portal reopens.",original,S-0647,
Batch 3,relocation_general_process,"Between direct posting and redeployment to Lagos, which has the higher success rate?",Partial,PDF,,,Not addressed.,original,S-0594,
Batch 3,ppa_course_matching,Can I get a good PPA in Ogun if I studied Biochemistry and prefer a manufacturing company?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0648,
Batch 3,logistics_arrival_timing,Can I show up at camp a day late after getting a new call-up letter?,Not covered,-,,,Not addressed.,original,S-0314,
Batch 3,batch_stream_timing,When is Batch B 2025?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0072,
Batch 3,relocation_general_process,Will I still be able to relocate without going back to my original state?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0651,
Batch 3,relocation_general_process,What can I do if my relocation is still processing after camp closes?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0652,
Batch 3,relocation_general_process,Why is my relocation still processing when other people have already received approval?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0653,
Batch 3,exemption_certificate,Can I register again for NYSC after already receiving an exemption certificate?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exemption Certificate,Nigeria-trained: collect from institution; corrections only allowed within 3 months of online registration date. Foreign-trained: come to NYSC HQ with original documents for clearance and collection.,original,S-0654,
Batch 3,reporting_deadline_after_camp,What is the maximum number of days I can stay before reporting to my PPA after camp?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0655,
Batch 3,cds_general,Please recommend a good CDS group that can add value to my CV.,Not covered,-,,,Not addressed (CDS is a named department at nysc.gov.ng/cds.html but no FAQ content retrieved).,original,S-0656,
Batch 3,remobilization_after_abandon,What is remobilization and how does it work?,Not covered,-,,,No remobilization/abandonment process described.,original,S-0075,
Batch 3,reporting_deadline_after_camp,How long can I stay before reporting to my PPA after leaving camp?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0658,
Batch 3,posting_influence,Can I get a PPA at a particular organisation where I already want to work?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-1417,
Batch 3,posting_influence,How can I inform NYSC about a PPA I already have in mind?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-1417,
Batch 3,posting_influence,Can a request letter from my preferred PPA make NYSC post me there?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0176,
Batch 3,ppa_private_sector,Can I be posted to a private company instead of a school?,Not covered,-,,,Not addressed.,original,S-0662,
Batch 3,ppa_rejection_reposting,What happens if my PPA rejects me because it has no vacancy?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0663,
Batch 3,ppa_rejection_reposting,Can I find another PPA myself after being rejected?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0582,
Batch 3,ppa_rejection_reposting,How long does NYSC give a corps member to sort out a rejected PPA?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0665,
Batch 3,allowance_payment_issue,Will NYSC continue paying allowance while I am sorting out my PPA?,Not covered,-,,,Not addressed.,original,S-0666,
Batch 4,dob_discrepancy_correction,Please which JAMB office did you use for the correction?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0667,
Batch 4,prior_registration_history,Are there possibilities that I will still be posted again after missing two previous postings?,Not covered,-,,,No guidance on re-registration after prior/abandoned NYSC history.,original,S-0668,
Batch 4,prior_registration_history,Can I use my second degree to apply for exemption and forfeit my first NYSC registration?,Not covered,-,,,No guidance on re-registration after prior/abandoned NYSC history.,original,S-0669,
Batch 4,dob_discrepancy_correction,Can I still make correction of DOB on JAMB before registering for NYSC?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0267,
Batch 4,dob_discrepancy_correction,Can I visit the JAMB state office with supporting documents to correct my date of birth?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Date of Birth,Get 19/20-digit WAEC verification PIN from First Bank > enter on dashboard DOB correction link > verify. Gap between WAEC date and graduation date must be >=4 years. Different procedure if Exemption Certificate already issued.,original,S-0667,
Batch 4,jamb_regularization,Do I need JAMB condonement to be eligible for NYSC after doing part-time OND and full-time HND?,Not covered,-,,,Not addressed.,original,S-0672,
Batch 4,portal_open_registration_window,When is the start date for Batch B Stream 2 registration?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0673,
Batch 4,callup_letter_access,Has anyone from Batch B Stream II gotten a call-up letter?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0195,
Batch 4,clearance_logistics_general,Do you need your file to do monthly clearance?,Not covered,-,,,Not addressed.,original,S-0675,
Batch 4,marital_family_accommodation,How can a nursing mother cope with a PPA that gives her 36 teaching periods a week and insists she stays until 4pm?,Covered,PDF/MOBREG,,married,"Married female PCMs upload marriage certificate, evidence of name change, and husband's place of domicile/ID during registration for concessional posting to husband's state.",original,S-0676,
Batch 4,exemption_certificate,What documents does a married graduate need to upload when applying for an exemption letter?,Covered,MOBREG,https://www.nysc.gov.ng/mobreg.html,Requirements,"Functional email + Nigerian GSM number, correct matriculation number, name must appear on Senate list, compliant passport photo (white/off-white background, full face, centered).",original,S-0677,
Batch 4,remobilization_after_abandon,How do I handle remobilisation when I need to refund the allowance received before abandoning NYSC?,Not covered,-,,,No remobilization/abandonment process described.,original,S-0278,
Batch 4,remobilization_after_abandon,Can someone in Abuja help enquire about a remobilisation issue at NYSC headquarters?,Not covered,-,,,No remobilization/abandonment process described.,original,S-0679,
Batch 4,remobilization_after_abandon,Is my remobilisation still valid or do I need to make a new request?,Not covered,-,,,No remobilization/abandonment process described.,original,S-0280,
Batch 4,remobilization_after_abandon,When will NYSC open the platform for remobilisation again?,Not covered,-,,,No remobilization/abandonment process described.,original,S-0281,
Batch 4,remobilization_after_abandon,How do I reconcile my NYSC portal showing 'present' for seven months when I only served for one month?,Not covered,-,,,No remobilization/abandonment process described.,original,S-0279,
Batch 4,jamb_name_mismatch,What is the solution if the name on my JAMB CAPS differs from all my other documents?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Matriculation,"If matriculation/JAMB number already exists as an issue, contact your institution directly (not NYSC).",original,S-0683,
Batch 4,callup_number_delay,I registered for Batch B Stream II but did not get a call-up number. What could be the reason?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0102,
Batch 4,batch_stream_timing,When is the projected POP date for Batch C Stream 1 and Stream 2?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0685,
Batch 4,jamb_name_mismatch,How can I resolve a middle-name abbreviation in my JAMB admission letter so my school will release my certificate and statement of result?,Not covered,guide,,,No explicit list of required JAMB documents.,original,S-0686,
Batch 4,senate_list_status,Can someone who is on the graduation list but not yet on the Senate list register for NYSC?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",original,S-0033,
Batch 4,graduation_date_correction,Will a certificate that shows only the certificate issue date instead of the actual graduation date cause a problem at camp?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,wrongly exempted,"For wrongly-exempted PCMs: collect original Exemption Certificate from institution, SAO writes signed letter to NYSC HQ stating correct graduation date; then revalidate when portal reopens.",original,S-0688,
Batch 4,reporting_deadline_after_camp,Can I go directly to my PPA after leaving orientation camp?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0689,
Batch 4,ppa_change_request,Can I change my PPA to another one in the same local government?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0247,
Batch 4,ppa_change_request,Can I change my PPA because the salary is too low and accommodation is unavailable?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-1420,
Batch 4,ppa_change_request,Can I change my PPA after already completing documentation at the secretariat?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-1421,
Batch 4,reporting_deadline_after_camp,Can I report to my PPA several days after leaving camp without being penalised?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,,Not addressed.,original,S-0693,
Batch 4,ppa_change_request,Can I get reposted to a PPA of my choice after rejection?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0623,
Batch 4,ppa_change_request,Can I request reposting with a letter from the organisation where I want to serve?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-0623,
Batch 4,serve_at_current_workplace,Can I complete my NYSC service while working at a different organisation from my assigned PPA?,Not covered,-,,,Not addressed.,original,S-0696,
