seed_id,intent,question,answer,terminal,kind
S-0355,stream_assignment,"Can I choose my stream, or change from one stream to another?","No. You cannot choose your stream and there is no process for changing it once it is assigned, because your stream follows processing order, mainly how quickly your institution uploaded and submitted its Senate List, including the physical hardcopy that has to reach NYSC's Abuja office. If you were assigned Stream 1 and cannot go, that is a different question from changing your stream, and the answer to it is not a change request.",,answer
S-0193,stream_assignment,"My dashboard says I am not in this stream and I will be notified. What does it mean, and does it mean I am in Stream 2?","It means your school's submission did not reach NYSC in time for this stream's registration window, or was uploaded but the required hardcopy has not reached the Abuja office yet. It is not something wrong with your own record.

On what follows, corps members not processed in time for Stream 1 are generally carried into Stream 2 automatically rather than losing their place, though that depends on your institution eventually completing its submission. So it points that way without being a confirmation you are already in it, and following up with your school's Student Affairs office is the only lever you have, since the submission is theirs to complete.",yes,answer
S-0192,stream_assignment,"I was deployed for Stream 1 but did not go or did not register, and I cannot serve now. Can I join Stream 2 instead?","There is no documented process and no official route to move yourself from Stream 1 to Stream 2, so there is nothing you can point to that gives you the right to do it.

What corps members commonly describe is simply not printing or using the Stream 1 call-up letter and then reprinting once Stream 2's letters are released, which moves them into Stream 2. Nothing official backs it though, so ask your state secretariat before you count on it.",yes,answer
S-1268,stream_assignment,"Is Stream 2 a separate registration, or do I register for the batch and get assigned a stream?","You register once for the batch, and the stream is assigned rather than applied for. There is no separate Stream 2 registration to watch for, because corps members not processed in time for Stream 1 are generally carried into Stream 2 automatically rather than losing their place, though that depends on your institution eventually completing its submission.",yes,answer
S-0219,stream_assignment,How do I know whether I am in Stream 1 or Stream 2?,"Your dashboard and your call-up letter both state it, and that is the only place it is confirmed. There is nothing to work out in advance, because your stream follows processing order, mainly how quickly your institution uploaded and submitted its Senate List, including the physical hardcopy that has to reach NYSC's Abuja office, so until your school's submission clears there is no stream on your record to read.",yes,answer
S-1423,relocation_general_process,"What are the grounds for relocation, and how many are there?","Three: health, marital and security. Those are the only accepted grounds, so without one of them there is no application to make, and each one has its own document set.",yes,answer
S-1424,ppa_change_request,What reasons can I give for wanting a PPA change?,"Three reasons carry weight: a location or safety problem, mistreatment at your PPA, and wanting a specific different PPA. All three go to your LGI, and the last one needs an acceptance letter from the PPA you want, because not liking your posting is not grounds on its own.

Wanting a different state is not a PPA change at all. That is redeployment, which is a separate and harder process.",yes,answer
S-1425,name_correction,"What kinds of name correction are there, and where is each one done?","Three kinds, and where you fix each one differs. A spelling or order fix is done entirely on your dashboard, with no institution involved and no fee. Adding or removing a whole name goes through your school's Student Affairs Officer, who writes to NYSC for you.

The third is a mismatch between records. NYSC judges your name against your JAMB record, so a NIN or BVN mismatch alone generally does not block registration, while a JAMB against statement-of-result mismatch does need fixing first.",yes,answer
S-0042,age_eligibility,I am 29 now and will turn 30 soon. Can I still go for service next year?,"Yes. What counts is your age on the graduation date your institution recorded on the Senate List, not your age when you register or when you get to camp. Turning 30 after that date changes nothing, and neither does a mobilization delay or a late call up pushing your service later. Even being exactly 30 on that date leaves you eligible, because the NYSC Act only exempts you once you are over 30.",,answer
S-1042,age_eligibility,"I graduated years ago and I am well over 30 now. Can I still serve, and how do I start?","Yes. Your age at graduation is what decides it, so being 35 now does not remove your eligibility if you were 30 or under on your recorded graduation date. If you never registered at all, revalidation is not your route: you register normally once your institution submits your name on a Senate List, the same as any other graduate.",,answer
S-0473,age_eligibility,"Can someone exactly 30 be mobilised, and can you serve at 30 or 31?","Yes, exactly 30 at graduation is still eligible. The NYSC Act sets exemption at being over the age of thirty, so 31 on your recorded graduation date is the first age that is exempted rather than mobilised. Some third party guides simplify this to 30 or older being exempted, which would wrongly exclude you, and the statutory wording is the accurate one.",,answer
S-0724,age_eligibility,I was over 30 before I graduated. Can I still go for NYSC?,"No, and it is not a choice you make. If you were over 30 on your recorded graduation date, exemption is automatic: you still register online, but you are issued a Certificate of Exemption instead of a call-up letter, and there is no partial service or reduced term to opt for. That certificate is the one you collect physically at your institution rather than printing it from your dashboard.",,answer
S-0111,age_eligibility,I am above 30 now but graduated before I turned 30. Can I get an exemption certificate?,"No. Exemption goes by your age on your recorded graduation date and not your age now, so graduating before you turned 30 leaves you eligible to serve however old you are today. That means a call-up letter rather than a Certificate of Exemption, and there is no route that turns your current age into an exemption.",,answer
S-0174,age_eligibility,How does NYSC calculate age for mobilisation?,"NYSC compares the date of birth on your JAMB record, or your international passport if you were trained abroad, against the graduation date your institution recorded on the Senate List. Neither your registration date, your call-up date, nor the day you personally collect your certificate comes into it.",,answer
S-0103,age_eligibility,My NIN or WAEC date of birth says I am over 30 but my graduation age was under 30. Can I still apply?,"Yes. NYSC reads your date of birth off your JAMB record, so a NIN or WAEC date that disagrees with it does not decide your eligibility by itself, and neither does your age today. If the JAMB date is the wrong one, fix it at JAMB through a Correction of Data request before you complete NYSC registration, since NYSC pulls the date from there by default and will not correct your age at verification.",,answer
S-0873,age_eligibility,I turned 30 a month or two after my result was approved. Is the age in my favour?,"Yes, the timing is in your favour. The date that decides is the graduation date your institution recorded on the Senate List and on your Statement of Result, so if you were still under 30 then, turning 30 a month or two later changes nothing. The date printed on the certificate itself, or the day you collect it, is not what NYSC checks.",,answer
S-0491,age_eligibility,I will be 29 at graduation and do not want to serve yet. Can I postpone and go later?,"No, there is no formal way to postpone to a later batch on request. Your batch follows when your institution uploads you to the Senate List rather than a date you pick. Waiting costs you nothing on eligibility though: 29 at graduation keeps you eligible however long it takes, because your graduation age decides it and not when you serve.",,answer
S-0711,age_eligibility,Am I eligible for NYSC?,"It turns on your age on the date your institution recorded your graduation on the Senate List. If you were 30 or under then, you serve, whatever your age is today. Over 30 then and you are exempted instead, with a Certificate of Exemption rather than a call-up letter. Age is not the only test though: a part-time, distance learning or sandwich programme is excluded from full service whatever your age, and gets an Exclusion Letter instead of a call-up letter.",,answer
S-0012,camp_items_allowed,Is a laptop allowed in NYSC camp?,"No, laptops generally are not allowed inside camp dormitories or premises, because of security regulations and limited space, and security can confiscate them during baggage checks at the gate. Tablets fall under the same rule, and extension cords and any electrical appliance are consistently confiscated.",,answer
S-0160,camp_items_allowed,"Can I take my laptop to camp if I am posted to a faraway state and need it after camp, or can I send it to my accommodation before camp ends?","Not into camp, but you can still have it at your PPA or wherever you are staying after camp. Rather than carrying it through camp registration, have it sent to your off camp accommodation, or arranged to arrive after you have left camp. Being posted far does not change the rule at the gate.",,answer
S-0625,camp_items_allowed,Can I go to camp with my laptop and leave it with the camp security?,"No. Camp security holding a personal laptop for the three weeks is not an official service, it is an informal offer some people mention. If you need your laptop after camp, have it sent to your off camp accommodation instead.",,answer
S-0774,camp_items_allowed,Are phones allowed inside the orientation camp?,"Yes, phones are allowed. The only restriction is when and where you use it: keep it in your waist pouch, and do not have it out during drills, parades or other official activities. That is a camp rule and a practical one, because pickpocketing happens on busy parade grounds. Bring a power bank with it, because camp power is unreliable and often on for certain hours only.",,answer
S-0013,camp_items_allowed,"Can I bring my gadgets and other electronics to NYSC camp, and which ones are allowed?","It goes device by device. A phone, its charger and a power bank are fine. Laptops and tablets generally are not, and security can confiscate them during baggage checks at the gate. Extension cords and any electrical appliance are consistently confiscated. 

For a camera or headphones, NYSC publishes no list that settles it, so anything beyond a phone, its charger and a power bank can be turned back at the discretion of the officials searching your bags.",,answer
S-1184,camp_items_allowed,"Are headphones allowed in NYSC camp, and can I bring head phones through the gate?","A tablet or iPad is a clear no, named alongside laptops among the banned items and taken at the gate if found, though you get it back at the end of orientation.

On headphones and a standalone camera, NYSC publishes no list that settles either one. They are small and rarely a problem at the gate, but anything beyond a phone, its charger and a power bank can be turned back at the discretion of the officials searching your bags. Bring them accepting that, and do not bring a pair you cannot afford to lose.",,answer
S-1397,camp_items_allowed,Can I take other electronic devices such as an iPad or a camera to camp?,"An iPad and a camera split. An iPad follows the laptop rule rather than the phone rule, and tablets are commonly banned, so expect it to be turned back. For a camera, NYSC publishes no list that settles it, so it comes down to the officials searching your bags. Nothing beyond a phone, charger and power bank is safe to count on.",,answer
S-0040,camp_items_allowed,Can I come to NYSC camp with my car?,"No, personal vehicles are not allowed inside NYSC orientation camps. You, and anyone dropping you off, would arrive by public transport or be dropped outside the camp gate rather than driving in and parking on camp grounds.",,answer
S-0760,camp_items_allowed,"Can I take beverages like Milo, milk and cereal flakes to camp?","Yes, all of those are fine. Milo, powdered or tinned milk, and Golden Morn or other cereal flakes are ready to eat, and the restriction is on anything needing cooking or preparation. Raw foodstuffs, cooking appliances, boiling rings and gas cylinders are what is actually banned, not packaged food and drink.",,answer
S-1282,camp_items_allowed,Can I take food or drinks in breakable containers to camp?,"Nothing bans them outright, but decant into plastic or sachets where you can. Luggage gets handled roughly, storage is shared, and broken glass in a dormitory is a real problem. That is practical advice rather than a camp rule.",,answer
S-0613,camp_items_allowed,Can I bring my chess board or a small board game to camp?,"Yes. A chess board or similar small board game is on no NYSC banned items list, and the restrictions target electronics and appliances, weapons and bulky luggage. Several packing guides actively recommend a book, a journal or a small board game for the downtime, packed in your normal luggage with no special permission needed.",,answer
S-0163,logistics_arrival_timing,"Are there repercussions for arriving at camp late, and will I still be registered if I turn up two days late?","You will still be registered rather than turned away. Arriving any time after the date on your call-up letter, up until registration formally closes, counts as late arrival and not automatic disqualification, and NYSC has said repeatedly that late arrivals with a genuine reason still get registered. It has even extended registration deadlines in years when many corps members were held up travelling.",,answer
S-0314,logistics_arrival_timing,I just got my new call-up letter after redeployment when I was already due in camp. Can I show up a day late?,"Yes, a day's lateness with a genuine reason is generally tolerated, and a new call-up letter after redeployment is treated the same way as your first one. There is no separate rule for the redeployment case though, so what you have is the ordinary late arrival leeway rather than extra allowance because the letter reached you late.",,answer
S-0165,logistics_arrival_timing,"Can I go to camp a day before the official resumption date, or travel before camp opens?","No, there is no allowance for arriving a day early. The exact date on your call-up letter is the date you are expected, and there is no provision for turning up before the stated opening date.",,answer
S-0761,logistics_arrival_timing,"Can I report one day early, and will it help me avoid the registration rush or give me any advantage?","No on both counts. There is no allowance for arriving a day early, so there is no earlier registration to get ahead of the rush with. The exact date on your call-up letter is the date you are expected.",,answer
S-0549,logistics_arrival_timing,"Can I change my reporting date, or change the date on my call-up letter, once it has been issued?","No. Once your call-up letter is issued you generally cannot change your reporting date, because it is fixed to your batch's camp schedule.",yes,answer
S-0550,logistics_arrival_timing,What happens if I arrive at camp after registration has closed?,"Then you were not registered for that camp intake. Once the stated registration window ends, arriving after it is not late admission at all, and you would need to follow up with NYSC about being carried into the next batch instead.

That window is the first two or three days after camp opens rather than the whole three weeks, and the exact cut off is printed on your call-up letter. Corps members have been turned away for missing it, and NYSC's own position has been to hold the rule while giving late arrivals temporary accommodation and food before they leave, plus a place in the next batch through revalidation.",yes,answer
S-0227,dob_discrepancy_correction,My NIN or BVN date of birth is different from my JAMB one. Will it cause a problem for registration or my allowance account?,"No, that will not cause a problem. NYSC's reference for your date of birth is your JAMB record, not your NIN or your BVN, so a mismatch against either one on its own does not affect your registration, your camp admission or opening your NYSC allowance account.",,answer
S-0571,dob_discrepancy_correction,"My date of birth does not match across my records. Which one does NYSC use, and where do I fix each kind of mismatch?","Three cases, and which record is wrong decides where you fix it. If your JAMB record itself has the wrong date, that is a JAMB Correction of Data request on JAMB's eFacility portal.

If JAMB is right and it is the NYSC portal or your WAEC record that is off, that is the Correction of Date of Birth link on your own NYSC dashboard, using a WAEC verification PIN of 19 or 20 digits from an authorized outlet. WAEC is the only exam body NYSC accepts for it, so a NECO or NABTEB result cannot be used.

The third case is a NIN or BVN that disagrees. That one needs nothing done for NYSC purposes, because NYSC reads your date of birth from JAMB and does not check those two fields for it.",yes,answer
S-0105,dob_discrepancy_correction,"Can an affidavit fix my date of birth, or resolve a discrepancy between my WAEC and JAMB records?","No. NYSC does not accept a court affidavit as a substitute for a date of birth correction, however large the discrepancy, and the dashboard process is the only route it accepts. If your JAMB record is the one that is already correct, NYSC is reading the right date anyway, because JAMB is its reference.",yes,answer
S-0267,dob_discrepancy_correction,"My JAMB date of birth is wrong. Can I correct it before NYSC registration, and can I be mobilised with it wrong?","Yes, and do it before you complete NYSC registration. A wrong date on your JAMB record is fixed at JAMB, through a Correction of Data request on its eFacility portal, rather than anywhere on the NYSC side. NYSC pulls your date of birth from JAMB by default, so the wrong date follows you into your NYSC record, and NYSC will not correct your age at verification.",yes,answer
S-0667,dob_discrepancy_correction,"Which JAMB office do I go to for a date of birth correction, and can I visit a state office with supporting documents?","The correction is submitted online, through JAMB's Correction of Data service on its eFacility portal, so there is no particular office to send you to. An accredited JAMB CBT centre or office is where Regularization is done, and that is a different service. Nothing published says whether a JAMB office will also process a date of birth correction over the counter.",yes,answer
S-0269,dob_discrepancy_correction,Can I use JAMB regularization to correct my date of birth before NYSC?,"No, regularization is a different service. It exists for somebody admitted without a JAMB registration number, and what it gives you is that number rather than a change to data on a record you already hold. A wrong date of birth on an existing JAMB record is a Correction of Data request instead.",yes,answer
S-0343,dob_discrepancy_correction,How long does a WAEC date of birth correction take to reflect on the NYSC portal?,"It commonly takes a few days to show on your dashboard, so check there daily after you submit.",yes,answer
S-0344,dob_discrepancy_correction,My dashboard still shows the old date of birth after I submitted the WAEC correction. What now?,"Nothing published covers what to do when the dashboard does not update beyond the few days it commonly takes. What is settled is the cutoff: once your call-up letter or exemption letter is generated the correction option disappears permanently, so this is worth chasing before that point rather than after it.",yes,answer
S-0121,dob_discrepancy_correction,My date of birth is wrong on the NYSC portal but the WAEC correction link is not available. What should I do?,"Two things close the link for good, and one of them is easy to miss. The correction is one-time, so it is gone if you have already used it once. It also disappears permanently once your call-up letter or exemption letter has been generated, so if either has been issued for you, that window has closed. If neither applies, nothing published explains the link being missing.",yes,answer
S-0402,dob_discrepancy_correction,Is there any age verification to carry out when my WAEC date of birth differs from my other documents?,"There is no separate age verification step to carry out. NYSC reads your date of birth from your JAMB record, so a WAEC certificate that disagrees with your other documents does not set anything in motion by itself. What matters is whether the JAMB date is right, because that is the one NYSC uses.",yes,answer
S-0102,callup_number_delay,"Why has my call-up number not appeared or reflected, and what could the reason be?","Two things cause it, and the commoner one is a Remita registration payment that never confirmed. Check your Payment Status page on the dashboard with your transaction reference, because a payment can be confirmed at the back end and not yet showing, and do not repeat it if the money has already left your account. 

If that, your Senate List approval and your submitted registration all check out, then numbers are released in waves rather than all at once, and schools whose Senate Lists were approved later get processed later.

Worth knowing that the online processing fee is optional. What it buys is the SMS and being able to print your letter yourself, and if you would rather not pay it, collecting your call-up number and letter physically from your own institution is the documented alternative rather than waiting for a number that will not come.",,answer
S-0014,callup_number_delay,"How long should I wait for my call-up number after registering, and should I be worried after a day or a week?","There is no published waiting time to hold NYSC to, so a day or a week after registering is normal rather than a sign anything is broken, because numbers are released in waves rather than all at once, and schools whose Senate Lists were approved later get processed later. 

Check your dashboard daily yourself instead of waiting to be notified: the SMS and email only go to people who paid the optional registration package fee, and even then they can lag or not arrive at all.",,answer
S-0322,callup_number_delay,"My call-up number still has not appeared months after registering, or NYSC has not mobilised me at all. What should I do?","Months is past a normal processing wave, so treat it as a stuck record rather than a queue. Confirm the three basics first, your Senate List status approved, your registration fully submitted and your payment confirmed, because an unconfirmed payment stops a number generating at all.

If those are clean, there is no single escalation desk, but there are real channels. Use NYSC's published helpdesk lines and email with your full name, your registration number and a plain description, and keep the reference or a screenshot of the reply. Then ask your institution's mobilisation or student affairs office to confirm your Senate List upload actually processed, because an error there holds a number up even when your own registration is complete.

Going to the state secretariat in person is what many people do and some say it helped, but NYSC has publicly denied ever instructing anyone to do that for a stuck number, and warned that scammers work on PCMs who turn up desperate. If you go, go through the proper desk and pay nobody who offers to release your number for a fee.",yes,answer
S-0321,callup_number_delay,"I registered earlier but was moved to a later batch, so why are people who registered after me getting call-up numbers first?","The order follows your school rather than your registration date, because numbers are released in waves rather than all at once, and schools whose Senate Lists were approved later get processed later. So somebody who registered after you can be processed before you. A dashboard still showing your old batch while classmates have moved is most consistent with your own record waiting to be re-evaluated rather than you being left out.",yes,answer
S-0156,callup_number_delay,Does NYSC still issue call-up numbers now that registration is fully online?,"Yes. NYSC still issues call-up numbers under the fully online registration system and that part has not changed. The number is a tracking code generated after you complete registration, and it confirms your mobilisation record is valid and moving, though on its own it does not show your state of deployment.",yes,answer
S-0351,callup_number_delay,Does applying for concessional deployment hold up your call-up number?,"Nothing documents a concessional posting application affecting your call-up number either way. What a concessional request changes is where you serve rather than whether your record processes, so the number still follows your registration and payment as it does for anybody else. If it has not appeared, work the ordinary checks rather than assuming the concession is holding it.",yes,answer
S-0127,ppa_registration_status,How do I find out which PPAs or private firms are registered with NYSC in a state or city?,"There is no public NYSC registry of approved PPAs to look up. Third party sites and blogs compile crowdsourced lists of organisations known to take corps members by state, and none of them is authoritative, so treat those as leads rather than as a list you can rely on. What actually makes an organisation your PPA is the request letter it issues to your State Coordinator, which you submit through your LGI.",,answer
S-0316,ppa_registration_status,Does an organisation need to be registered with NYSC before I can request posting there?,"No. An organisation does not need to appear on any NYSC list before it can take you. The request letter it issues to your State Coordinator, submitted through your LGI and processed by NYSC, is what establishes it as your PPA, so there is no prior paperwork for the organisation to have done.",,answer
S-0736,ppa_registration_status,"Can I be posted to an organisation that is not registered with NYSC or not on the NYSC list, if it gave me a request letter?","Yes, and that is the normal route rather than an exception. An organisation that is not on any NYSC list can still take you, because the request letter it gives you for your State Coordinator is what establishes the relationship, and you submit that through your LGI for NYSC to process.",,answer
S-1252,post_relocation_process,My PPA has not appeared months after relocation and my clearance is showing absent. What do I do?,"Two months is well past every window there is, so treat this as a stuck file rather than a wait. Go to your new state's LGI or the secretariat's relocation desk in person, because a state code commonly updates within 1 to 7 days of submitting your documents and the new PPA about 2 to 7 days after that.

On the clearance, not having a PPA does not suspend it, and clearance in that position is done at the secretariat rather than through a PPA. The unpaid months follow from the absent clearance rather than being a separate problem, because unresolved missed clearance is what puts an allowance at risk.",yes,answer
S-0125,foreign_graduate_verification,Does NYSC accept an online or correspondence degree from a foreign university?,"No. Online and purely correspondence mode degrees are explicitly not accepted, and that includes routes like the Oxford Brookes ACCA one. An online only foreign degree is a real risk at verification rather than a technicality.

There is no process for having an online or correspondence degree reviewed on its own merits, and it is the mode of delivery that decides this rather than your institution's reputation or accreditation, so expect an exclusion letter rather than a call-up letter once your documents are reviewed. Confirm your own case with NYSC's foreign graduates desk before counting on verification changing it.",yes,answer
S-0526,foreign_graduate_verification,"What documents do I need to bring to foreign graduate physical verification, and do they have to be the originals?","Yes. Only people physically seen, verified and cleared with original credentials get deployed, exempted or excluded, so whatever you uploaded during online registration has to be produced in the original at verification.

Bring your original degree or HND certificate, a complete official transcript signed and stamped by your institution, your Evaluation Letter from the Federal Ministry of Education confirming your institution's accreditation, and all the relevant passport pages from your study period, including the data page, your entry visa and your first departure and return to Nigeria dates.",,answer
S-0914,foreign_graduate_verification,Is a statement of result or a transcript accepted instead of the original certificate for a foreign trained graduate?,"No. For a foreign trained graduate a statement of result, a downloaded transcript or an attestation letter is not accepted in place of your original degree or HND certificate, and transcripts on their own are not enough either.

Your transcript is a separate requirement rather than a substitute. You need the original certificate, a complete official transcript signed and stamped by your institution, and your Evaluation Letter from the Federal Ministry of Education.",,answer
S-0527,foreign_graduate_verification,My foreign university has not sent my transcript yet. Can I still register for NYSC?,"You can do the online registration, but you cannot complete physical verification without the transcript, because a downloaded or unofficial copy is not accepted in its place.

Press your school abroad directly for the official copy, signed and stamped. Some universities will forward accreditation confirmation straight to the Federal Ministry of Education's evaluation unit, which can be faster than waiting for the document to reach you.",,answer
S-0826,foreign_graduate_verification,How do I scale through verification if I do not have a residence permit from the country I studied in?,"A residence permit is not required of every foreign graduate. NYSC requires one specifically for graduates of institutions in West African countries, and otherwise it is your passport pages that have to show the travel history.

So if you studied outside West Africa this may not apply to you at all. If you studied in West Africa and do not have the permit, take it to NYSC's Foreign Trained Division rather than assuming an affidavit covers it: the immigration report and sworn affidavit route is what NYSC lists for a LOST PASSPORT, not as a substitute for the permit. Bring the data page, your entry visa and your first departure and return to Nigeria dates.",,answer
S-0883,foreign_graduate_verification,"Can a foreign trained graduate register online before physical verification, and is that the right order?","Yes, and that is the required order. You complete online registration first, then attend physical verification in Nigeria in person, bringing your original degree or HND certificate, your official transcript, your Evaluation Letter and your passport pages from your study period.",,answer
S-0964,foreign_graduate_verification,"Is physical verification compulsory for a foreign trained graduate, or can I skip it and just do my online registration instead?","No. Physical verification is mandatory and online registration on its own never substitutes for it. Only people physically seen, verified and cleared with original credentials get deployed, exempted or excluded, so plan to attend in Nigeria in person with your originals.",,answer
S-0967,foreign_graduate_verification,I studied in the UK or in Ghana. Do I still go through foreign graduate verification?,"Yes. A foreign trained graduate is any Nigerian citizen whose first degree or HND was earned outside Nigeria, whichever country that was, and Ghana and the UK are both named. There is no ECOWAS or Commonwealth exception.

So you attend the same physical verification as every other foreign trained graduate, in Nigeria and in person with your original credentials.",,answer
S-0913,foreign_graduate_verification,Can foreign trained medical doctors skip physical verification?,"No. Medical and health professional foreign graduates go through the same physical verification as everyone else and are not exempt.

There is one extra requirement on top of it. Upload proof of registration with your professional council, for example the MDCN or the PCN, and bring your practice licence to verification with your original credentials.",,answer
S-0917,foreign_graduate_verification,Do I need WAEC verification as a foreign trained graduate?,"Yes, and it is not waived because you studied abroad. Your O'level result, WAEC, NECO or GCE, with a minimum of 5 credits including English and Mathematics in not more than two sittings, is required exactly as it is for a locally trained graduate.

The difference is the document itself. Foreign trained graduates are the ones asked for the original O'level certificate at verification, where domestic graduates are not, and an online result printout is not accepted in place of it.",,answer
S-0963,foreign_graduate_verification,My certificate is in Arabic. Does NYSC require a translation?,"Yes. Any certificate that is not in English has to be translated first, and the translation is done at the embassy of the country where you studied or at a Nigerian university that teaches the language.

Bring the translated copy to camp along with your originals, because the translation is added to them rather than replacing them.",,answer
S-1081,foreign_graduate_verification,I studied abroad. Does that change anything about NYSC for me?,"What changes is the route and one extra step. You register through NYSC's foreign graduate route, and you must attend physical verification in Nigeria in person, which is the document check Nigeria trained graduates skip.

Bring your original certificates and your international passport showing a residence permit or visa covering your study period.",,answer
S-0060,logistics_general_experience,"What is orientation camp actually like, and what happens during the three weeks?","Camp is a structured routine for about three weeks, on a military style schedule with your movement in and out of camp restricted.

Expect early morning drills and roll call announced by bugle, platoon activities, classroom lectures, SAED sessions for Skills Acquisition and Entrepreneurship Development, sports, and social or cultural events in the evening.",,answer
S-1080,logistics_general_experience,Is orientation camp actually like military training?,"No, it is not full military training. It is an orientation exercise with military influenced discipline layered in, and what it borrows is the style: drills, parade, uniform and early mornings for three weeks.

The military part you will actually feel is the schedule itself and the restricted movement in and out of camp.",,answer
S-0773,logistics_general_experience,"Is the military training at camp compulsory, or can I be excused from it?","There is no separate military training to be excused from, because what camp runs is an orientation exercise rather than real military training.

The drills, parade and roll call are part of the daily routine, and camp officials and soldiers enforce that routine strictly, along with dress code and movement in and out of camp. That is the part you cannot opt out of.",,answer
S-0457,logistics_general_experience,How strict are the soldiers and camp officials during orientation?,"Strictly, and on three things in particular: the routine, the dress code, and movement in and out of camp. Both the camp officials and the soldiers enforce it.

That discipline is military influenced rather than real military training, and the routine it is enforcing is the early morning drills and roll call, the lectures and SAED sessions, sports and the evening events.",,answer
S-0609,logistics_general_experience,When is camp fire and what is it all about?,"Camp fire is an evening event and there is no fixed day for it, the exact day and timing vary by camp.

What it is: one of the evening social events, a bonfire centred social and cultural night rather than a lecture or a drill.",,answer
S-0616,logistics_general_experience,When do the daily camp activities finish so we can go and rest?,"Days typically wind down by evening, once the lectures, the drills and any scheduled social event for that day are done.

There is no single lights out time to give you, because the exact lights out or rest time depends on your camp's administration.",,answer
S-0646,logistics_general_experience,Can I avoid taking the vaccine before going to camp?,"Yes. Your medical fitness certificate is not rejected at camp for lacking a meningitis vaccination record, and NYSC has never made that vaccination a compulsory part of the certificate. Anyone telling you otherwise is running the scam narrative used to push corps members into paying for a second certificate.

Getting vaccinated is still worth it for your own health though, especially if you are posted to a northern or meningitis belt state.",,answer
S-0777,logistics_general_experience,What is the best way to survive parade drills?,"Stay hydrated, follow instructions promptly, and pace yourself rather than overexert in the first few days. That is the common advice from past corps members. The drills themselves are early morning, run alongside roll call.",,answer
S-1382,logistics_general_experience,"What activities are available in camp that I can get involved in, and can I bring my chess set?","Plenty, and yes, bring the chess set. A chess board or a small board game is on no NYSC banned items list, so it travels in your normal luggage with no special permission needed.

On the activities: platoon activities and sports, classroom lectures and SAED sessions, and evening social or cultural events including camp fire. There are also camp only groups you can join, OBS for the camp's news and media team, Man O' War for drills and physical training, Red Cross, and cultural groups like drama, choir or band.",,answer
S-1348,logistics_general_experience,"I am into theatre, would joining the drama troupe be worth it during camp?","Yes, for the experience itself. Camp based drama troupes do exist, they organise their own rehearsals and performances, for example at camp fire or cultural day events, and the friendships sometimes carry on informally after camp.

What it will not do is give you an advantage on paper. No camp group or CDS group carries a posting or CV advantage, and what makes any of it CV worthy is a leadership role and active participation rather than the group's name. How active the troupe is depends heavily on your camp and that year's group.",,answer
S-1285,logistics_general_experience,"Which camp group or CDS group gives me an advantage, on my posting or on my CV?","None of them. No camp group or CDS group carries a posting or CV advantage, and the claims that OBS membership affects your posting, or that one CDS group is objectively best for a CV, are camp folklore.

What actually makes any of it worth putting on a CV is a leadership role and active participation, in whichever group you end up in. Your CDS group itself is assigned to you after camp rather than chosen.",,answer
S-0544,green_card_printing,"Is the Green Card the same as the call-up letter, or what is the difference?","No, they are two different documents. The Green Card is your online registration slip, showing your bio-data, your passport photo and the other details captured during registration.

The call-up letter comes later and is the one that tells you your posting state, your camp and your reporting date. It is your entry pass into camp, and you cannot register at camp without it.",yes,answer
S-0210,green_card_printing,"Do I have to go back to the cyber cafe to print my Green Card, and can I print it more than once?","You print it yourself from your dashboard using Print Slip, so there is no going back to the cyber cafe you registered at, and you can reprint it as many times as you need.

On the COVID-19 slip, that was a pandemic requirement and it is not on the current document list, so go by what your dashboard and your own batch's instructions ask for rather than by an older guide.",yes,answer
S-0409,green_card_printing,"Do I have to pay the ₦3,000 before I can print my Green Card?","No, there is no separate payment for printing the Green Card. The roughly ₦3,000 registration package fee, paid through remita during registration, is not a charge for printing: what it buys is online printing and reprinting plus SMS and email notifications.

So if you completed standard registration and paid it, printing access follows from that. If you did not pay it, you collect your documents physically through your institution instead.",yes,answer
S-0545,green_card_printing,"Does the Green Card have to be printed in colour, or is black and white accepted?","Black and white is fine. You print it on plain white A4 paper and there is no requirement to print it in colour, and reprinting it any time is fine if you want another copy.",yes,answer
S-0546,green_card_printing,Can I laminate my Green Card before going to camp?,"There is no rule for or against laminating it, and some corps members do it without any issue.

If you are unsure, keep an unlaminated copy too, in case a camp officer needs to write or stamp on it later. And do not carry the call-up letter warning across to this: older camp instructions do warn against laminating your call-up letter, but that is a different document and the warning is about that one.",yes,answer
S-0319,green_card_printing,Why is my Green Card blank or missing my call-up number?,"It almost always means your call-up number has not been generated yet rather than anything being wrong with the card itself.

Three things commonly cause it: a Remita payment that never confirmed, numbers being released in stages rather than all at once, or a lag between your Senate List record and every stage of NYSC's own system catching up with it. Check your Payment Status page on the dashboard first, give it 24 hours, and press your school's Student Affairs or Mobilisation Office if it stays blank.",yes,answer
S-0401,green_card_printing,My year of admission is missing from my Green Card. Is that a problem?,"On its own, no. A missing year of admission on an otherwise generated Green Card is more likely a data-entry gap from your registration or Senate List record than a call-up delay, and it has not been reported to cause a mobilisation problem by itself.

There is no self-service correction link for year of admission, so if it is genuinely wrong your institution's Student Affairs Officer has to confirm the correct data to NYSC. A call-up number that has not appeared yet is a separate matter, so keep checking your dashboard for that.",yes,answer
