category,intent,question_count,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,answer_type,answer,chat_answer,follow_up_trigger,follow_up_answer,answer_confidence
General / Meta,general_meta_about_nysc,11,Not covered,guide,,,"Compulsory for graduates under 30 at graduation. Main legitimate exits are age 30+, permanent incapacitation, or qualifying prior military/paramilitary service -- via an Exemption Certificate, not by simply not registering.",Statement,"NYSC, the National Youth Service Corps, was established in 1973 to promote national unity, integration, and development by deploying Nigerian graduates to serve for one year, generally in a state other than their state of origin.

It's compulsory under the NYSC Act for eligible graduates, Nigerian university or polytechnic graduates and approved foreign-trained graduates, generally under 30 at graduation. It's not optional for those who meet the eligibility criteria, including graduates who don't currently plan to live in Nigeria afterward, there's no exemption based on future relocation plans.

You can't skip service and still receive the NYSC Certificate, it's issued specifically for completing the service year, or qualifying for exemption or exclusion under the statutory grounds. There's no route to the certificate without either serving or formally qualifying for exemption.

A PPA, or Place of Primary Assignment, is where you're posted to work during your service year. It's assigned mainly on your course of study and the receiving state's stated needs, with NYSC making the final call.","NYSC was established in 1973 to promote national unity by deploying Nigerian graduates for one year, usually outside their state of origin. It's compulsory under the NYSC Act for eligible graduates, not optional.",,,"Cross-validated for core mandate, purpose, mandatory nature, and certificate-requires-completion-or-exemption logic against official nysc.gov.ng sources. The 'is NYSC a waste of time' question is intentionally not answered as fact since it's subjective; 'did a batch round up service in the last two weeks' is too time-specific to answer reliably here and should be checked on NYSC's current dashboard/announcements instead. TRIMMED this pass (T-11): dropped the 'is it worth it' opinion content entirely (no factual answer to give); tightened the PPA definition to one line + cross-reference to the PPA-cluster intents."
General / Meta,nysc_purpose_history,1,Not covered,guide,,,"Established 1973, post-civil-war, to deliberately mix graduates from different regions/ethnic backgrounds by posting them outside their home state, aiming to reduce purely tribal thinking.",Statement,"NYSC exists because of a specific historical decision, not generic national-service tradition. General Yakubu Gowon's government created it in May 1973, three years after the Nigerian Civil War ended, specifically to help repair the ethnic and regional fractures the war exposed, by deliberately sending young graduates to serve outside their own state and region of origin.

The scheme's stated aims go beyond simply bridging school and the job market: national unity and integration across Nigeria's diverse ethnic, religious, and regional lines, developing common ties among Nigerian youth, encouraging self-reliance, and exposing graduates to opportunities and living conditions outside their home area.

Practically, that's why you can't simply skip to job-hunting. NYSC is a legal requirement under the National Youth Service Corps Act for eligible graduates under the scheme's age criteria, and the Discharge or Exemption Certificate it produces is what most Nigerian employers, especially government ones, require before formally hiring you. The reason behind it is written into decades-old federal law, not just tradition or convenience.","General Gowon's government created NYSC in May 1973, three years after the civil war, specifically to help repair ethnic and regional fractures by posting graduates outside their own state and region of origin.",,,"The founding facts (1973, General Gowon, post-civil-war national-unity rationale) are well-established historical record, consistent across every source encountered in this project that touches NYSC's background. The legal-requirement framing is corroborated by the same NYSC Act citation used elsewhere in current guides discussing consequences of not serving."
General / Meta,nysc_skip_consequences,1,Not covered,guide,,,"No Discharge or Exemption Certificate typically blocks government employment and many professional certifications in Nigeria -- enforced by exclusion from those, not by force.",Statement,"Skipping NYSC altogether, not just missing one camp date, but never completing service at all despite being eligible, carries real, lasting consequences under Nigerian law. Without a Discharge or Exemption Certificate, you generally can't be formally employed by government agencies, may be blocked from certain professional practising licenses that require it, and can be barred from holding public office. This is written into the NYSC Act itself, not just informal employer preference.

In practice this mostly bites at the hiring stage. Many private employers also ask for it, and some international opportunities or visa applications have asked applicants to show it as proof of no outstanding national obligations.

This is distinct from a temporary lapse, like missing your call-up date or being unable to complete a specific batch, which is recoverable through revalidation or remobilization. Deliberately walking away from the scheme entirely, with no intention of ever completing it, is the scenario that produces the lasting employment-eligibility consequences described here.","Never completing service has lasting legal consequences. Without a Discharge or Exemption Certificate you generally can't be formally employed by government, may be blocked from some professional licences, and can be barred from public office.",,,"The legal-consequence framing (NYSC Act, employment bar, public-office bar) is corroborated by a dedicated source citing the Act directly. Specific real-world enforcement details -- how consistently this is actually checked beyond formal employment screening -- are not independently verified here, so this is presented as the stated legal provision rather than a confirmed enforcement track record."
General / Meta,nysc_year_structure,2,Not covered,guide,,,"Three weeks orientation camp, then eleven months working at your PPA plus a weekly community project (CDS) -- a full working role, not idle time.",Statement,"NYSC officially describes the service year as four sequential stages, its own cardinal programmes: Mobilisation (registration and posting), Orientation (the three-week camp), Primary Assignment (roughly 11 months at your PPA, doing your actual work plus weekly Community Development Service), and Winding-Up, or Passing-Out Parade (the final ceremony marking completion).

It's structured around that full roughly year-long cycle because the stated integration and exposure goals of the scheme depend on more than just the camp, the bulk of the actual community and workplace immersion happens during the Primary Assignment stage, not orientation.

Within that year, you're expected to actually work at your PPA, attending regularly, getting monthly clearance signed off, and avoiding unauthorized absence, participate in weekly CDS activities in your local area, and pass a series of checkpoints, monthly clearance and CDS project completion, that all feed into whether you're issued a Discharge Certificate at the end.","The service year runs in four stages: Mobilisation, the three-week Orientation camp, Primary Assignment for roughly eleven months at your PPA with weekly CDS, then Winding-Up and the Passing-Out Parade.",,,"The four-cardinal-programmes structure is directly sourced from NYSC's own stated objectives, as referenced in a 2015 official Director-General statement explaining the pregnancy-exemption policy in terms of those four stages. The ""why specifically a year"" reasoning is inferred from that structure rather than a direct official statement answering that exact framing of the question."
Terms & Lookups,nysc_terminology_corper,1,Not covered,guide,,,Informal Nigerian term for a serving corps member.,Statement,"""Corper"" is informal Nigerian slang for someone currently serving in NYSC, from ""Corps"" in ""National Youth Service Corps."" People use it everywhere casually, on campus, on social media, in everyday conversation, but it's not NYSC's official term. Call-up letters, certificates, and the portal all say ""Corps Member."" You won't see ""Corper"" on anything official, only informally.","Corper is informal slang for someone currently serving, from Corps in National Youth Service Corps. The official term is Corps Member, and that's what appears on call-up letters, certificates and the portal.",,,"Straightforward terminology fact, consistent across every casual source encountered throughout this project. Not independently sourced against an official document since it's explicitly informal slang, not NYSC policy or terminology."
Orientation Camp,state_secretariat_location,6,Not covered,-,https://www.nysc.gov.ng/secretariat.html,,Not addressed as its own intent previously.,Conditional,"The State Secretariat is different from the orientation camp. Camp is only for the three week orientation, while the State Secretariat is where you handle monthly clearance, corrections, relocation approvals, and other official matters for the rest of your service year. Monthly clearance itself actually happens at your assigned Local Government Secretariat under your Local Government Inspector (LGI), not the State Secretariat directly, though the State Secretariat is the higher administrative office for your state.

Here's the full list:

Abia: St. Finbarr's Rd, PMB 7225, Umuahia. Adamawa: PMB 2252, Jimeta-Yola. Akwa Ibom: PMB 1087, Uyo. Anambra: 12 Okpora St, PMB 4042, Amawbia, Awka. Bauchi: Turaki Abdu Rd, Fadamar Mada, PMB 85. Bayelsa: Block 7, Flat 1-4, Phase II, Civil Service/FRSC Rd, Yenagoa. Benue: Railway Bye-pass, PMB 2358, Makurdi. Borno: Kashim Ibrahim Rd, PMB 1124, Maiduguri. Cross River: KM5, Murtala Muhammed Way, Ikot Ansa, Calabar. Delta: Federal Secretariat, PMB 5004, Asaba. Ebonyi: 17 Nkwerre St, GRA, Abakaliki. Edo: 2 Red Cross Rd off Ikpokpan Rd, GRA, Benin City. Ekiti: KM2 Iyin Rd, PMB 5302, Ado-Ekiti. Enugu: 2 Abakaliki Rd, GRA, PMB 1293, Enugu. Gombe: F.M.C/Ashaka Rd, PMB 036, Gombe. Imo: Mbano St, Aladinma Housing Estate, Owerri. Jigawa: Kigawa Rd, PMB 7049, Dutse. Kaduna: Unguwa Rimi, PMB 2201, Kaduna. Kano: Gwarzo Rd, PMB 3137, Kano. Katsina: Federal Secretariat Complex, PMB 2034, Katsina. Kebbi: 4 Patrick Aziza Rd, PMB 1043, Birnin Kebbi. Kogi: Lokoja-Okene Rd, Lokongoma Phase 1, PMB 1046. Kwara: Ahmadu Bello Way, PMB 1512, Ilorin. Lagos: Old Census Office, Babs Animashaun St, Surulere. Nasarawa: 26 Makurdi Rd, PMB 31, Lafia. Niger: Bosso Rd, PMB 83, Minna. Ogun: Mini Secretariat, Oke-Ilewo, Abeokuta. Ondo: Federal Govt Secretariat, PMB 718, Akure. Osun: New Ikirun Rd, PMB 4370, Oshogbo. Oyo: Mech. Drive, PMB 5500, Ibadan. Plateau: Old Miango Rd, PMB 2258, Jos. Rivers: 40 Ikwerre Rd, Mile One, PMB 5210, Port Harcourt. Sokoto: Birnin Kebbi Rd, Sokoto. Taraba: 118 Hammaruwa Way, PMB 1058, Jalingo. Yobe: Phase 1, PMB 1026, Damaturu. Zamfara: Sokoto Rd, Gada Biyu, PMB 1026, Gusau. FCT: No. 6 Lasale St, off Shehu Shagari Way, Maitama, beside CBN Training Centre, Abuja.

One note on FCT: Abuja has both the State/Zonal Secretariat, for FCT corps members' own affairs, and the separate National Head Office, for escalations and national queries. Don't confuse the two.","The State Secretariat is your state-level NYSC office, above both the camp and your LGA office, and it is where corrections, relocation approvals and anything your LGI cannot settle get handled. Monthly clearance itself happens at your Local Government Secretariat under your LGI.",Just tell me your state and I'll give you the exact address.,no_match -> Tell me your state by name and I'll give you the exact address from the list above,"Cross-validated -- addresses sourced from a compilation cross-checked against the official nysc.gov.ng/secretariat.html snippet retrieved directly, which agree wherever both sources could be compared. Monthly-clearance-happens-at-LGA-not-state-secretariat distinction independently confirmed across multiple current sources."
Orientation Camp,nysc_headquarters_location,6,Not covered,-,https://www.nysc.gov.ng/directorate.html,,Not addressed as its own intent previously.,Statement,"The NYSC national headquarters, also called the Directorate Headquarters or National Head Office, is located at Plot 416, Tigris Crescent, off Aguiyi Ironsi Street, Maitama, PMB 138, Garki, Abuja.

This is the national escalation point, not where most corps members handle routine matters. For day-to-day issues like clearance, corrections, or relocation, your own State Secretariat or Local Government Secretariat is the right place, not the national HQ.","NYSC Headquarters is at Plot 416, Tigris Crescent, off Aguiyi Ironsi Street, Maitama, Abuja. Use your State Secretariat for clearance, corrections and relocation. If unresolved there for over two months, escalate by written petition to the Director-General.",,,Cross-validated -- confirmed identically across the official nysc.gov.ng/directorate.html page and multiple independent sources.
Orientation Camp,lgi_office_location,8,Not covered,-,,,Not addressed as its own intent previously.,Procedural,"There's no fixed, publishable address list for this one. NYSC has Local Government Secretariats across all 774 LGAs nationwide, plus 6 within the FCT, and which one is yours depends entirely on where you're posted.

You'll be told your specific LGA Secretariat and assigned Local Government Inspector once you're posted to your PPA. It's on your posting documentation, and your LGI will also connect with you directly. If you're unsure, ask at your State Secretariat, since they oversee all the LGA Secretariats under them.

Monthly clearance happens at this LGA Secretariat, not at your PPA and not at the State Secretariat.",You're told your LGA Secretariat and your assigned Local Government Inspector once you're posted to your PPA. Which one is yours depends entirely on where you're posted.,,,"Reasoned -- the 774-LGA structure and clearance-happens-at-LGA-secretariat point are independently confirmed across multiple current sources; no single authoritative address list exists for all 774 offices, so this is deliberately guidance rather than a lookup table."
Posting & PPA,ppa_course_matching,7,Not covered,-,,,Not addressed as its own intent previously.,Conditional,"Course of study genuinely influences PPA tendency, but it doesn't guarantee outcome. Over 70% of all corps members end up posted to education or schools regardless of field, because of a nationwide teacher shortage. Non-education graduates, engineers, geologists, scientists, commonly get posted to teach subjects like Mathematics or Basic Science even when their course has nothing to do with education. Treat everything below as a tendency shaped by course, state need, and PPA availability, not a formula or a guarantee.

Broadly, by field:

- Engineering: mechanical, electrical, civil, chemical, petroleum and mechatronics often get infrastructure or technical roles in private firms like construction, oil and gas, or telecoms, or in government ministries, but a large share still end up teaching due to the shortage above.
- Medical and Health Sciences: medicine, nursing, pharmacy, physiotherapy, medical lab science, dentistry and public health go to hospitals and health facilities, government or private. This is the field with the most direct, reliable field-to-PPA match.
- Education: schools, primary or secondary, the most direct match of all fields.
- Sciences: biology, chemistry, physics, geology, biochemistry, mathematics and statistics are mixed. Some land in labs or government agencies relevant to their field, many end up teaching, and geology graduates specifically are commonly cited as ending up in classrooms despite an unrelated course.
- ICT and Computing: computer science, software engineering, information technology, cybersecurity and data science sometimes get tech firms or digital agencies, a genuinely desirable match when it happens, but availability is concentrated in urban states, so many still get posted to schools or ministries instead, especially outside major cities.
- Agriculture: agriculture, agric economics, animal science, crop science, forestry and fisheries go to agricultural ministries, extension programs, or research institutes, a growing but still smaller category of PPA than education.

Law graduates go to law firms, ministries of justice, courts, or corporate legal departments.

Social Sciences, Management, and Business (economics, accounting, business admin, banking and finance, mass communication, political science, public administration, sociology, psychology) go to government ministries, banks, private firms, and NGOs.

Arts and Humanities (English, history, linguistics, philosophy, theatre arts, fine arts, religious studies) commonly go to schools for teaching, also media houses and NGOs.

Environmental and Built Environment fields (architecture, estate management, urban and regional planning, building, quantity surveying, surveying and geoinformatics) go to construction firms, government planning agencies, or private real estate firms.

You're not locked into your field if you want to switch either. To change PPA outside your original course entirely, you first need your current PPA to formally reject you, they sign a rejection letter stating they won't take or keep you. Then you find a new organization willing to take you and get an acceptance letter from them. You take both letters to your LGI or State Secretariat, and they reprint your posting letter with the new PPA. Nowhere in this process does anyone check whether your course matches the new PPA, the real challenge is finding an organization willing to say yes to you, not whether it fits your discipline.","Your course shifts the odds, it does not decide the outcome. Over 70% of all corps members are posted to schools whatever they studied, because of the nationwide teacher shortage, so treat any field-to-PPA pattern as a tendency rather than a rule.",Just tell me your course of study and I'll give you the pattern for that field.,,"Cross-validated -- the course-influences-but-doesn't-guarantee-PPA principle, and the specific '70%+ posted to education due to teacher shortage, including geology graduates teaching English' finding, are confirmed across multiple independent current sources. The field-to-PPA tendencies (medical->hospitals, education->schools, ICT->tech firms when available, engineering->infrastructure/technical) are each independently corroborated across 3+ sources. Agriculture, Law, Social Sciences, Arts, and Environmental/Built Environment bucket patterns are reasoned from the same general course-of-study-influences-sector logic already confirmed for the other fields, not independently re-sourced per bucket -- treat these as reasoned rather than directly verified for each specific field."
Posting & PPA,ppa_checking_process,7,Not covered,-,https://portal.nysc.org.ng,,"Distinct from ppa_documentation/ppa_rejection_reposting -- pure how-to-view mechanic, not covered before.",Procedural,"Your PPA posting letter becomes available on your NYSC portal dashboard once your posting has been processed, usually right after orientation camp closes. Most corps members collect a printed copy from their platoon leader on camp's final day, but if you missed it, or you applied for relocation and got reassigned afterward, you can always retrieve it online instead.

Log into portal.nysc.org.ng with your registered email and password, go to your dashboard, look for ""Check Posting"" or ""Print PPA Letter,"" then download and print it. The letter shows your assigned Local Government Area, the organization you're posted to, terms and conditions of the posting, an acceptance or rejection section, and the names of your Local Government Inspector and Zonal Inspector.

If it's not showing yet, refresh, try again after some time, and check back within 24 hours before assuming something's wrong. Posting letters roll out gradually across a batch, not all at once.","Your PPA posting letter appears on your dashboard once posting is processed, usually right after camp closes. Log into portal.nysc.org.ng and use Check Posting or Print PPA Letter if you didn't collect a printed copy.",,,Cross-validated -- portal steps and letter contents confirmed identically across 6+ independent current sources.
End of Service,pop_explainer,8,Not covered,-,,,Not addressed as its own intent previously.,Statement,"POP, or Passing Out Parade, is the official ceremony marking the end of your one year service, typically held at the Local Government or state level depending on your state.

Before POP, you attend a final exit briefing and clearance review, and submit your final clearance letter from your PPA. Final clearance is the paperwork that unlocks your certificate, POP is the ceremony where you collect it. On the day itself, you hand in your NYSC ID card in exchange for your Discharge Certificate, which is the same document as your Certificate of National Service, just a naming difference. You take part in the parade, and outstanding corps members may receive a State Honours Award. It's usually presided over by the state governor or a senior state official.

If you miss your POP date, you can still collect your certificate at the State NYSC Secretariat, typically within one month of the ceremony.

One naming update worth knowing, as of mid-2026 NYSC has been transitioning toward calling this event a Graduation Ceremony rather than POP. The certificate and legal completion of your service year carry the same weight either way, but you may see both terms in use depending on when your batch passes out.","POP is the Passing Out Parade at the end of your service year, where you hand in your NYSC ID and receive your Discharge Certificate. Miss it and you can collect at the State Secretariat within about a month.",,,"Cross-validated for the core ceremony/certificate mechanics, confirmed across 7+ independent sources. The 'Graduation Ceremony' rename is a single-source, recent (within weeks) finding -- flagged in the answer as an evolving update rather than stated as fully settled, since other current sources from the same period still use 'POP.'"
Terms & Lookups,term_lookup,9,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",Statement,"Two kinds of lookups live here: NYSC glossary terms, and institution codes used in your call-up number.

Glossary: PCM is Prospective Corps Member, before you're mobilised. CDS is Community Development Service, your weekly community project throughout service. SAED is Skill Acquisition and Entrepreneurship Development, the skills training NYSC runs. PPA is Place of Primary Assignment, where you serve after camp. LGI is Local Government Inspector, who oversees corps members in your LGA and handles your monthly clearance. Senate List is your institution's official list of graduates submitted to NYSC, required before you can register. Green Card is the informal name for your NYSC identity card. Batch and Stream refer to the three yearly mobilisation batches, A, B, C, each split into Stream 1 and 2, determined by your institution's Senate List upload timing. Revalidation means reactivating your registration if you were deployed in a previous batch but didn't report to camp. Ajuwaya is camp slang from the military command ""As You Were,"" used informally to address corps members. Exemption Certificate is issued to those excused from service entirely, for example due to age or prior service. Exclusion Letter is issued when NYSC determines you're not eligible to participate. Allowee is informal slang for allowance, the monthly stipend paid to corps members. Corper is informal slang for a serving member, from Corps, though the official term is Corps Member. State Code is your official NYSC ID number issued after camp registration, containing your state abbreviation, year and batch, and a unique serial number, distinct from your Call-Up Number. Call-Up Letter is the document issued before camp informing you of your deployment, orientation camp location, and reporting date. PV stands for Payment Voucher, the document you sign before receiving your monthly allowance. LGA is Local Government Area, the district-level unit your LGI oversees. Domicile Letter is a letter from a husband to NYSC requesting his wife's redeployment to his state of residence. Decampment is involuntary removal of a Prospective Corps Member from orientation camp, usually for a rules breach. Ghost Corper describes a corps member who doesn't participate in service activities but still collects allowance, risky and against NYSC rules. Mami Market is the market inside orientation camp selling food, provisions, and services. Otondo is camp slang, often used by soldiers, for new or mistake-making corps members. CLO is Corps or Community Liaison Officer, linking corps members with the host community.

One naming note: ""Discharge Certificate"" and ""Certificate of National Service"" are the same document, not two different things. Discharge Certificate is the common name people use, Certificate of National Service is the official name printed on it.

Institution codes: your call-up number follows the format NYSC/Institution Code/Year/Serial Number, for example NYSC/LAG/2026/008343 means University of Lagos, 2026 mobilisation. Common codes: IFE is Obafemi Awolowo University (OAU). FCT is University of Abuja (UNIABUJA). NUA is Nnamdi Azikiwe University (UNIZIK). ABU is Ahmadu Bello University. UNN is University of Nigeria, Nsukka. LAG is University of Lagos. IBD is University of Ibadan (UI). BEN is University of Benin (UNIBEN). ILR is University of Ilorin (UNILORIN). LAS is Lagos State University (LASU). BUK is Bayero University Kano. ADS is Adekunle Ajasin University (AAUA). UCA is University of Calabar (UNICAL). UJO is University of Jos (UNIJOS). UPH is University of Port Harcourt (UNIPORT). UNM is University of Maiduguri (UNIMAID). UDU is Usmanu Danfodiyo University (UDUS). FUTM is Federal University of Technology Minna. FUTA is Federal University of Technology Akure. FUTO is Federal University of Technology Owerri. UNA is Federal University of Agriculture Abeokuta (FUNAAB). DEL is Delta State University Abraka (DELSU). EBS is Ebonyi State University (EBSU). YAB is Yaba College of Technology. KWP is Kwara State Polytechnic. FPI is Federal Polytechnic Ilaro. FPA is Federal Polytechnic Ado-Ekiti. FPN is Federal Polytechnic Nekede. FPO is Federal Polytechnic Offa. IMT is Institute of Management and Technology Enugu. KAP is Kaduna Polytechnic. MAP is Moshood Abiola Polytechnic. AUP is Auchi Polytechnic. FRN is a category code for foreign-trained graduates, not a single institution. EXC and REM are internal tracking categories for exemption and remobilization. A letter suffix is sometimes added to the year to indicate stream, for example 2026A for Batch A Stream I.

Concessional Posting means requesting posting near your husband, on marital grounds, or based on a serious health condition, requested during registration itself, not after.",,,,"Glossary terms cross-validated against multiple independent sources (PCM, CDS, Batch/Stream, Revalidation, Ajuwaya, Discharge-Certificate-equals-CNS all independently confirmed). Institution codes sourced from the user's own compiled reference (internal NYSC records + community verification + sample call-up letters); spot-checked LAG=UNILAG and FUTO against independent sources with no conflict found, but the remaining codes were not individually re-verified beyond that spot check. Concessional Posting definition matches this project's own confirmed marital_family_accommodation/health_medical_accommodation content."
Redeployment & Relocation,multiple_redeployment,8,Not covered,-,,,"Not addressed as its own intent previously -- existing relocation intents assume a single relocation, not a second/subsequent one.",Statement,"There's no hard rule capping you at one relocation, but each additional request is judged on its own merit and gets harder to justify the more times you've already moved. NYSC expects a genuine, documented ground each time, health, marital, security, or a PPA-side issue like non-acceptance, not relocation for its own sake.

A second or later relocation goes through the exact same process as the first: valid grounds, required documents, clearance with your current state's coordinator before a new relocation letter can be printed, and the same reporting-window expectations at the new PPA. Repeated requests without clear new grounds each time are more likely to be questioned or delayed by your state secretariat, since the 21-day reporting window and posting principles still apply. There's no separate ""multiple relocation"" track or extra allowance for having already moved once.","There's no cap on relocating more than once, but each request is judged on its own merit and gets harder to justify. You need genuine documented grounds every time.",,,"Reasoned -- extends the already-confirmed single-relocation process and grounds requirements (from relocation_general_process and relocation_documents_grounds) to the multiple-request case; no dedicated source specifically addressing repeat relocations was found, so the 'gets harder to justify each time' framing is inference from how NYSC treats relocation grounds generally, not a directly confirmed rule."
Registration & Eligibility,siwes_vs_nysc,6,Not covered,-,,,"Common beginner mix-up, not addressed anywhere in the existing 130 intents.",Statement,"SIWES, the Students Industrial Work Experience Scheme, and NYSC are completely unrelated programmes, despite both being compulsory and both involving industrial or service placements, a common beginner mix-up.

SIWES happens during your degree, for specific courses, mainly technical or vocational ones, that require a supervised industrial attachment as part of graduation requirements, coordinated by the Industrial Training Fund and your school.

NYSC happens after you've fully graduated, for essentially all graduates regardless of course, and has nothing to do with your school or the Industrial Training Fund.

Completing SIWES doesn't count toward, replace, or affect your NYSC service in any way, they're sequential, separate obligations, not the same thing under two names.","They're unrelated programmes. SIWES is an industrial attachment during your degree, coordinated by the Industrial Training Fund and your school. NYSC happens after you've fully graduated.",,,"Reasoned -- general knowledge of SIWES/ITF structure and its independence from NYSC; not individually re-sourced this session, but the core distinction (during-degree vs post-degree, ITF vs NYSC, no crossover) is well-established and uncontested."
Posting & PPA,posting_influence,78,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,Conditional,"Two separate mechanisms exist here, and it matters which one you're asking about: which state you're posted to, or a specific PPA.

Either way, NYSC does not sell state postings, PPA placements, or redeployments through any unofficial channel. Anyone, including someone claiming to be NYSC staff, who offers to guarantee your preferred state or PPA for a fee outside the official portal is a scammer. A genuine PPA request letter is free to submit and never guarantees the outcome, a promised guaranteed result for payment is the warning sign.

Your class of degree doesn't come into it either. Posting goes by your course of study, the receiving state's needs, and quota.","You can state preferred states at registration and submit a PPA request letter, but neither is guaranteed. Nothing else works: NYSC doesn't sell postings, and anyone charging a fee to guarantee one is a scammer.","Are you asking about which state you're posted to, or a specific PPA?","state -> During registration you pick several preferred states, commonly three or four, excluding your state of origin and your state of study, since posting you away from home is the deliberate norm.
NYSC weighs your choices against each state's capacity and makes the final call. The only other documented lever is concessional posting on marital or health grounds, requested during registration itself with supporting documents. || ppa -> The one semi-reliable lever is a PPA Request Letter: get the organisation to write to your NYSC State Coordinator on letterhead, signed and stamped, and submit it at camp registration or to your LGI afterwards.
There's no public list of registered PPAs to check yourself, so ask your LGI or State Coordinator about a specific organisation. Without a letter, PPA assignment follows your course of study and the receiving state's needs.","Cross-validated on the PPA request-letter mechanism and the state-preference-list step (5+ independent sources, re-confirmed this pass). Added: no public PPA registry exists, so verification has to go through the LGI/State Coordinator -- reasoned from the absence of any source describing a public list, not from a source confirming the negative directly. The academic-performance/class-of-degree factor and the already-posted 'move me to another state' scenario remain explicitly flagged as unverified. Re-tagging pass complete: the concessional-deployment call-up question was moved to callup_number_delay. MERGED + RENAMED this pass (C2): ppa_choice_influence's own answer already opened with '(1) State-level... (2) PPA-level,' fully containing state_of_deployment_choice -- two intents covering the same state mechanism meant a state question could match either, a built-in misclassification risk. Restructured into a single state-vs-PPA fork subsuming both old forks. Renamed ppa_choice_influence -> posting_influence since it now covers state posting as well as PPA."
Orientation Camp,kit_footwear_extra_pair,11,Not covered,-,,,Not addressed.,Statement,"A spare pair is heavily advised, though not required by any rule. One pair can technically get you through camp, but between mud on rainy postings, laundry-day timing (wash your only pair and there's a real chance it won't dry before the next parade), and inflated prices for emergency footwear inside Mammy Market, most guides treat a backup as worth the money.

If you're only bringing one extra, a synthetic or rubber pair is the more useful second choice, since it doesn't absorb water and dries fast, unlike canvas.

Camp officials don't check how many pairs you own, they only care that you're in the white-on-white dress code when required. So this is purely a comfort and practicality call, not something you'll be penalized for skipping.","No rule requires a spare pair, but it's heavily advised. Mud, laundry-day drying time and inflated Mammy Market prices make a backup worth the money, and rubber or synthetic dries fastest.",,,"SUPERSEDED BY camp_kit (intents merged) -- text folded into the camp_kit answer, row kept here for provenance. Rewritten this pass -- reasoned/commonly-reported, no official NYSC rule on footwear quantity."
Working & Life During Service,dssc_during_service,8,Not covered,-,,,Not addressed.,Statement,"No, all three services, Army, Navy, and Air Force, require your NYSC Discharge Certificate, or Certificate of Exemption if you qualify for one, before you can apply or be screened for DSSC. Being a serving corps member disqualifies you until you've passed out.

An exemption letter only substitutes for the discharge certificate if you're genuinely exemption-eligible, for example graduated above 30, or another statutory exemption. A regular corps member needs the actual discharge certificate, not an exemption letter.

You can watch for the portal opening and get your other documents ready in advance, but you won't be able to complete a valid submission until you can upload or present the discharge certificate itself, so most applicants time it around their POP month.","No. Army, Navy and Air Force all require your NYSC Discharge Certificate, or a Certificate of Exemption if you qualify, before you can apply or be screened for DSSC. Serving disqualifies you until you've passed out.",,,Rewritten this pass -- confirmed against Army/Navy/Air Force DSSC entry requirements.
General / Meta,out_of_scope,20,,,,,,chitchat,That's outside what I can help with. I'm focused on NYSC questions.,,,,"Handled via chitchat.py CHITCHAT_REPLIES[""out_of_scope""], not a KB-content answer -- this row exists so the classifier can be trained to predict this intent, since dialogue_manager.py checks for it directly (line ~795)."
